identifier	type	label	abbreviation	parent	description	has role	has family	has function type
BSEO:0000327	owl:Class	aug-seg-cc-pwCVTZ-PP	aug-seg-cc-pwCVTZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000328	owl:Class	binning 641	binning 641	BSEO:0000004	Binning/Curtiss 641	BSEO:0001005	BSEO:0002037	BSEO:0003079|BSEO:0003080
BSEO:0000329	owl:Class	binning 641(d)	binning 641(d)	BSEO:0000004	Binning/Curtiss 641 + d polarization	BSEO:0001005	BSEO:0002037	BSEO:0003079|BSEO:0003080
BSEO:0000330	owl:Class	binning 641(df)	binning 641(df)	BSEO:0000004	Binning/Curtiss 641 + df polarization	BSEO:0001005	BSEO:0002037	BSEO:0003079|BSEO:0003080
BSEO:0000331	owl:Class	binning 641+	binning 641+	BSEO:0000004	Binning/Curtiss 641 + diffuse	BSEO:0001005	BSEO:0002037	BSEO:0003079|BSEO:0003080
BSEO:0000332	owl:Class	binning 641+(d)	binning 641+(d)	BSEO:0000004	Binning/Curtiss 641 + d polarization + diffuse	BSEO:0001005	BSEO:0002037	BSEO:0003079|BSEO:0003080
BSEO:0000333	owl:Class	binning 641+(df)	binning 641+(df)	BSEO:0000004	Binning/Curtiss 641 + df polarization + diffuse	BSEO:0001005	BSEO:0002037	BSEO:0003079|BSEO:0003080
BSEO:0000334	owl:Class	binning 962	binning 962	BSEO:0000004	Binning/Curtiss 962	BSEO:0001005	BSEO:0002037	BSEO:0003079|BSEO:0003080
BSEO:0000335	owl:Class	binning 962(d)	binning 962(d)	BSEO:0000004	Binning/Curtiss 962 + d polarization	BSEO:0001005	BSEO:0002037	BSEO:0003079|BSEO:0003080
BSEO:0000336	owl:Class	binning 962(df)	binning 962(df)	BSEO:0000004	Binning/Curtiss 962 + df polarization	BSEO:0001005	BSEO:0002037	BSEO:0003079|BSEO:0003080
BSEO:0000337	owl:Class	binning 962+	binning 962+	BSEO:0000004	Binning/Curtiss 962 + diffuse	BSEO:0001005	BSEO:0002037	BSEO:0003079|BSEO:0003080
BSEO:0000338	owl:Class	binning 962+(d)	binning 962+(d)	BSEO:0000004	Binning/Curtiss 962 + d polarization + diffuse	BSEO:0001005	BSEO:0002037	BSEO:0003079|BSEO:0003080
BSEO:0000339	owl:Class	binning 962+(df)	binning 962+(df)	BSEO:0000004	Binning/Curtiss 962 + df polarization + diffuse	BSEO:0001005	BSEO:0002037	BSEO:0003079|BSEO:0003080
BSEO:0000340	owl:Class	CADPAC-TZ2P	CADPAC-TZ2P	BSEO:0000004	TZ2P orbital basis from CADPAC	BSEO:0001005	BSEO:0002038	BSEO:0003079|BSEO:0003081
BSEO:0000341	owl:Class	cc-pCV5Z	cc-pCV5Z	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000342	owl:Class	cc-pCVDZ	cc-pCVDZ	BSEO:0000004	DZP Double Zeta + Polarization + Tight Core	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000343	owl:Class	cc-pCVDZ-DK	cc-pCVDZ-DK	BSEO:0000004	VDZP Douglas-Kroll Valence Double Zeta + Polarization + Tight core	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000344	owl:Class	cc-pCVDZ-F12	cc-pCVDZ-F12	BSEO:0000004		BSEO:0001005	BSEO:0002039	BSEO:0003079|BSEO:0003080
BSEO:0000345	owl:Class	cc-pCVDZ-F12-OPTRI	cc-pCVDZ-F12-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002040	BSEO:0003079|BSEO:0003080
BSEO:0000346	owl:Class	cc-pCVDZ-F12-RIFIT	cc-pCVDZ-F12-RIFIT	BSEO:0000004	cc-pCVDZ-F12 RI Fitting	BSEO:0001006	BSEO:0002040	BSEO:0003079|BSEO:0003080
BSEO:0000347	owl:Class	cc-pCVQZ	cc-pCVQZ	BSEO:0000004	QZ3P    Quadruple Zeta + Polarization + Tight Core	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000348	owl:Class	cc-pCVQZ-DK	cc-pCVQZ-DK	BSEO:0000004	QZ3PD Douglas-Kroll Valence Double Zeta + Polarization + Tight core	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000349	owl:Class	cc-pCVQZ-F12	cc-pCVQZ-F12	BSEO:0000004		BSEO:0001005	BSEO:0002039	BSEO:0003079|BSEO:0003080
BSEO:0000350	owl:Class	cc-pCVQZ-F12-OPTRI	cc-pCVQZ-F12-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002040	BSEO:0003079|BSEO:0003080
BSEO:0000351	owl:Class	cc-pCVQZ-F12-RIFIT	cc-pCVQZ-F12-RIFIT	BSEO:0000004	cc-pCVQZ-F12 RI Fitting	BSEO:0001006	BSEO:0002040	BSEO:0003079|BSEO:0003080
BSEO:0000352	owl:Class	cc-pCVTZ	cc-pCVTZ	BSEO:0000004	TZ2P    Triple Zeta + Polarization + Tight Core	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000353	owl:Class	cc-pCVTZ-DK	cc-pCVTZ-DK	BSEO:0000004	Triple-Zeta Douglas-Kroll Valence Double Zeta + Polarization + Tight core	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000354	owl:Class	cc-pCVTZ-F12	cc-pCVTZ-F12	BSEO:0000004		BSEO:0001005	BSEO:0002039	BSEO:0003079|BSEO:0003080
BSEO:0000355	owl:Class	cc-pCVTZ-F12-OPTRI	cc-pCVTZ-F12-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002040	BSEO:0003079|BSEO:0003080
BSEO:0000356	owl:Class	cc-pCVTZ-F12-RIFIT	cc-pCVTZ-F12-RIFIT	BSEO:0000004	cc-pCVTZ-F12 RI Fitting	BSEO:0001006	BSEO:0002040	BSEO:0003079|BSEO:0003080
BSEO:0000357	owl:Class	cc-pV(5+d)Z	cc-pV(5+d)Z	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000358	owl:Class	cc-pV(D+d)Z	cc-pV(D+d)Z	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000359	owl:Class	cc-pV(Q+d)Z	cc-pV(Q+d)Z	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000360	owl:Class	cc-pV(T+d)Z	cc-pV(T+d)Z	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000361	owl:Class	cc-pV5Z	cc-pV5Z	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000362	owl:Class	cc-pV5Z(fi/sf/fw)	cc-pV5Z(fi/sf/fw)	BSEO:0000004	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000363	owl:Class	cc-pV5Z(fi/sf/lc)	cc-pV5Z(fi/sf/lc)	BSEO:0000004	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000364	owl:Class	cc-pV5Z(fi/sf/sc)	cc-pV5Z(fi/sf/sc)	BSEO:0000004	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000365	owl:Class	cc-pV5Z(pt/sf/fw)	cc-pV5Z(pt/sf/fw)	BSEO:0000004	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000366	owl:Class	cc-pV5Z(pt/sf/lc)	cc-pV5Z(pt/sf/lc)	BSEO:0000004	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000367	owl:Class	cc-pV5Z(pt/sf/sc)	cc-pV5Z(pt/sf/sc)	BSEO:0000004	V5Z4P   Relativistic Valence Quintuple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000368	owl:Class	cc-pV5Z-DK	cc-pV5Z-DK	BSEO:0000004	V5Z4P Douglas-Kroll Valence Quintuple Zeta + Polarization	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000369	owl:Class	cc-pV5Z-F12	cc-pV5Z-F12	BSEO:0000004		BSEO:0001005	BSEO:0002039	BSEO:0003079|BSEO:0003080
BSEO:0000370	owl:Class	cc-pV5Z-F12(rev2)	cc-pV5Z-F12(rev2)	BSEO:0000004		BSEO:0001005	BSEO:0002039	BSEO:0003079|BSEO:0003080
BSEO:0000371	owl:Class	cc-pV5Z-JKFIT	cc-pV5Z-JKFIT	BSEO:0000004	JK Fitting basis for use with cc-pV5Z	BSEO:0001009	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000372	owl:Class	cc-pV5Z-PP	cc-pV5Z-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000373	owl:Class	cc-pV5Z-PP-RIFIT	cc-pV5Z-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000374	owl:Class	cc-pV5Z-RIFIT	cc-pV5Z-RIFIT	BSEO:0000004	RI Fitting basis for use with cc-pV5Z	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000375	owl:Class	cc-pV6Z	cc-pV6Z	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000376	owl:Class	cc-pV6Z-RIFIT	cc-pV6Z-RIFIT	BSEO:0000004	RI Fitting basis for use with cc-pV6Z	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000377	owl:Class	cc-pV8Z	cc-pV8Z	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000378	owl:Class	cc-pV9Z	cc-pV9Z	BSEO:0000004	V7Z6P   Valence Octuple Zeta + Polarization on All Atoms	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000379	owl:Class	cc-pVDZ	cc-pVDZ	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000380	owl:Class	cc-pVDZ(fi/sf/fw)	cc-pVDZ(fi/sf/fw)	BSEO:0000004	VDZP    Relativistic Valence Double Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000381	owl:Class	cc-pVDZ(fi/sf/lc)	cc-pVDZ(fi/sf/lc)	BSEO:0000004	VDZP    Relativistic Valence Double Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000382	owl:Class	cc-pVDZ(fi/sf/sc)	cc-pVDZ(fi/sf/sc)	BSEO:0000004	VDZP    Relativistic Valence Double Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000383	owl:Class	cc-pVDZ(pt/sf/fw)	cc-pVDZ(pt/sf/fw)	BSEO:0000004	VDZP    Relativistic Valence Double Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000384	owl:Class	cc-pVDZ(pt/sf/lc)	cc-pVDZ(pt/sf/lc)	BSEO:0000004	VDZP    Relativistic Valence Double Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000385	owl:Class	cc-pVDZ(pt/sf/sc)	cc-pVDZ(pt/sf/sc)	BSEO:0000004	VDZP    Relativistic Valence Double Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000386	owl:Class	cc-pVDZ(seg-opt)	cc-pVDZ(seg-opt)	BSEO:0000004	VDZP    Valence Double Zeta + Polarization on All Atoms	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000387	owl:Class	cc-pVDZ-DK	cc-pVDZ-DK	BSEO:0000004	VDZP Douglas-Kroll Valence Double Zeta + Polarization	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000388	owl:Class	cc-pVDZ-DK3	cc-pVDZ-DK3	BSEO:0000004		BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000389	owl:Class	cc-pVDZ-F12	cc-pVDZ-F12	BSEO:0000004	VDZ for explicitly correlated F12 variants of wavefunction methods	BSEO:0001005	BSEO:0002039	BSEO:0003079|BSEO:0003080
BSEO:0000390	owl:Class	cc-pVDZ-F12(rev2)	cc-pVDZ-F12(rev2)	BSEO:0000004		BSEO:0001005	BSEO:0002039	BSEO:0003079
BSEO:0000391	owl:Class	cc-pVDZ-F12-OPTRI	cc-pVDZ-F12-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002040	BSEO:0003079|BSEO:0003080
BSEO:0000392	owl:Class	cc-pVDZ-F12-OPTRI+	cc-pVDZ-F12-OPTRI+	BSEO:0000004		BSEO:0001008	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000393	owl:Class	cc-pVDZ-PP	cc-pVDZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000394	owl:Class	cc-pVDZ-PP-RIFIT	cc-pVDZ-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000395	owl:Class	cc-pVDZ-RIFIT	cc-pVDZ-RIFIT	BSEO:0000004	RI Fitting basis for use with cc-pVDZ	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000396	owl:Class	cc-pVDZ-X2C	cc-pVDZ-X2C	BSEO:0000004		BSEO:0001005	BSEO:0002035	BSEO:0003079|BSEO:0003080
BSEO:0000397	owl:Class	cc-pVQZ	cc-pVQZ	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000398	owl:Class	cc-pVQZ(fi/sf/fw)	cc-pVQZ(fi/sf/fw)	BSEO:0000004	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000399	owl:Class	cc-pVQZ(fi/sf/lc)	cc-pVQZ(fi/sf/lc)	BSEO:0000004	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000400	owl:Class	cc-pVQZ(fi/sf/sc)	cc-pVQZ(fi/sf/sc)	BSEO:0000004	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000401	owl:Class	cc-pVQZ(pt/sf/fw)	cc-pVQZ(pt/sf/fw)	BSEO:0000004	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000402	owl:Class	cc-pVQZ(pt/sf/lc)	cc-pVQZ(pt/sf/lc)	BSEO:0000004	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000403	owl:Class	cc-pVQZ(pt/sf/sc)	cc-pVQZ(pt/sf/sc)	BSEO:0000004	VQZ3P   Relativistic Valence Quadruple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000404	owl:Class	cc-pVQZ(seg-opt)	cc-pVQZ(seg-opt)	BSEO:0000004	VQZ3P   Valence Quadruple Zeta + Polarization on All Atoms	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000405	owl:Class	cc-pVQZ-DK	cc-pVQZ-DK	BSEO:0000004	VQZ3P Douglas-Kroll Valence Quadruple Zeta + Polarization	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000406	owl:Class	cc-pVQZ-DK3	cc-pVQZ-DK3	BSEO:0000004		BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000407	owl:Class	cc-pVQZ-F12	cc-pVQZ-F12	BSEO:0000004	VQZ for explicitly correlated F12 variants of wavefunction methods	BSEO:0001005	BSEO:0002039	BSEO:0003079|BSEO:0003080
BSEO:0000408	owl:Class	cc-pVQZ-F12(rev2)	cc-pVQZ-F12(rev2)	BSEO:0000004		BSEO:0001005	BSEO:0002039	BSEO:0003079|BSEO:0003080
BSEO:0000409	owl:Class	cc-pVQZ-F12-OPTRI	cc-pVQZ-F12-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002040	BSEO:0003079|BSEO:0003080
BSEO:0000410	owl:Class	cc-pVQZ-F12-OPTRI+	cc-pVQZ-F12-OPTRI+	BSEO:0000004		BSEO:0001008	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000411	owl:Class	cc-pVQZ-JKFIT	cc-pVQZ-JKFIT	BSEO:0000004	JK Fitting basis for use with cc-pVQZ	BSEO:0001009	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000412	owl:Class	cc-pVQZ-PP	cc-pVQZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000413	owl:Class	cc-pVQZ-PP-RIFIT	cc-pVQZ-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000414	owl:Class	cc-pVQZ-RIFIT	cc-pVQZ-RIFIT	BSEO:0000004	RI Fitting basis for use with cc-pVQZ	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000415	owl:Class	cc-pVQZ-X2C	cc-pVQZ-X2C	BSEO:0000004		BSEO:0001005	BSEO:0002035	BSEO:0003079|BSEO:0003080
BSEO:0000416	owl:Class	cc-pVTZ	cc-pVTZ	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000417	owl:Class	cc-pVTZ(fi/sf/fw)	cc-pVTZ(fi/sf/fw)	BSEO:0000004	VTZ2P   Relativistic Valence Triple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000418	owl:Class	cc-pVTZ(fi/sf/lc)	cc-pVTZ(fi/sf/lc)	BSEO:0000004	VTZ2P   Relativistic Valence Triple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000419	owl:Class	cc-pVTZ(fi/sf/sc)	cc-pVTZ(fi/sf/sc)	BSEO:0000004	VTZ2P   Relativistic Valence Triple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000420	owl:Class	cc-pVTZ(pt/sf/fw)	cc-pVTZ(pt/sf/fw)	BSEO:0000004	VTZ2P   Relativistic Valence Triple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000421	owl:Class	cc-pVTZ(pt/sf/lc)	cc-pVTZ(pt/sf/lc)	BSEO:0000004	VTZ2P   Relativistic Valence Triple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000422	owl:Class	cc-pVTZ(pt/sf/sc)	cc-pVTZ(pt/sf/sc)	BSEO:0000004	VTZ2P   Relativistic Valence Triple Zeta + Polarization	BSEO:0001005	BSEO:0002041	BSEO:0003079|BSEO:0003080
BSEO:0000423	owl:Class	cc-pVTZ(seg-opt)	cc-pVTZ(seg-opt)	BSEO:0000004	VTZ2P   Valence Triple Zeta + Polarization on All Atoms	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000424	owl:Class	cc-pVTZ-DK	cc-pVTZ-DK	BSEO:0000004	VTZ2P Douglas-Kroll Valence Triple Zeta + Polarization	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000425	owl:Class	cc-pVTZ-DK3	cc-pVTZ-DK3	BSEO:0000004		BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000426	owl:Class	cc-pVTZ-F12	cc-pVTZ-F12	BSEO:0000004	VTZ for explicitly correlated F12 variants of wavefunction methods	BSEO:0001005	BSEO:0002039	BSEO:0003079|BSEO:0003080
BSEO:0000427	owl:Class	cc-pVTZ-F12(rev2)	cc-pVTZ-F12(rev2)	BSEO:0000004		BSEO:0001005	BSEO:0002039	BSEO:0003079|BSEO:0003080
BSEO:0000428	owl:Class	cc-pVTZ-F12-OPTRI	cc-pVTZ-F12-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002040	BSEO:0003079|BSEO:0003080
BSEO:0000429	owl:Class	cc-pVTZ-F12-OPTRI+	cc-pVTZ-F12-OPTRI+	BSEO:0000004		BSEO:0001008	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000430	owl:Class	cc-pVTZ-JKFIT	cc-pVTZ-JKFIT	BSEO:0000004	JK Fitting basis for use with cc-pVTZ	BSEO:0001009	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000431	owl:Class	cc-pVTZ-PP	cc-pVTZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000432	owl:Class	cc-pVTZ-PP-RIFIT	cc-pVTZ-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000433	owl:Class	cc-pVTZ-RIFIT	cc-pVTZ-RIFIT	BSEO:0000004	RI Fitting basis for use with cc-pVTZ	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000434	owl:Class	cc-pVTZ-X2C	cc-pVTZ-X2C	BSEO:0000004		BSEO:0001005	BSEO:0002035	BSEO:0003079|BSEO:0003080
BSEO:0000435	owl:Class	cc-pwCV5Z	cc-pwCV5Z	BSEO:0000004	5Z4P    Quintuple Zeta + Polarization + Tight Core	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000436	owl:Class	cc-pwCV5Z-DK	cc-pwCV5Z-DK	BSEO:0000004		BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000437	owl:Class	cc-pwCV5Z-PP	cc-pwCV5Z-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000438	owl:Class	cc-pwCV5Z-PP-RIFIT	cc-pwCV5Z-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000439	owl:Class	cc-pwCV5Z-RIFIT	cc-pwCV5Z-RIFIT	BSEO:0000004	RI Fitting basis for use with cc-pwCV5Z	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000440	owl:Class	cc-pwCVDZ	cc-pwCVDZ	BSEO:0000004	DZP     Double Zeta + Polarization + Tight Core	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000441	owl:Class	cc-pwCVDZ-DK3	cc-pwCVDZ-DK3	BSEO:0000004		BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000442	owl:Class	cc-pwCVDZ-PP	cc-pwCVDZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000443	owl:Class	cc-pwCVDZ-PP-RIFIT	cc-pwCVDZ-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000444	owl:Class	cc-pwCVDZ-RIFIT	cc-pwCVDZ-RIFIT	BSEO:0000004	RI Fitting basis for use with cc-pwCVDZ	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000445	owl:Class	cc-pwCVDZ-X2C	cc-pwCVDZ-X2C	BSEO:0000004		BSEO:0001005	BSEO:0002035	BSEO:0003079|BSEO:0003080
BSEO:0000446	owl:Class	cc-pwCVQZ	cc-pwCVQZ	BSEO:0000004	QZ3P    Quadruple Zeta + Polarization + Tight Core	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000447	owl:Class	cc-pwCVQZ-DK	cc-pwCVQZ-DK	BSEO:0000004	QZ3P    All-electron Douglas-Kroll Core-Valence Quadruple Zeta + Polarization	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000448	owl:Class	cc-pwCVQZ-DK3	cc-pwCVQZ-DK3	BSEO:0000004		BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000449	owl:Class	cc-pwCVQZ-PP	cc-pwCVQZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000450	owl:Class	cc-pwCVQZ-PP-RIFIT	cc-pwCVQZ-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000451	owl:Class	cc-pwCVQZ-RIFIT	cc-pwCVQZ-RIFIT	BSEO:0000004	RI Fitting basis for use with cc-pwCVQZ	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000452	owl:Class	cc-pwCVQZ-X2C	cc-pwCVQZ-X2C	BSEO:0000004		BSEO:0001005	BSEO:0002035	BSEO:0003079|BSEO:0003080
BSEO:0000453	owl:Class	cc-pwCVTZ	cc-pwCVTZ	BSEO:0000004	TZ2P    Triple Zeta + Polarization + Tight Core	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000454	owl:Class	cc-pwCVTZ-DK	cc-pwCVTZ-DK	BSEO:0000004		BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000455	owl:Class	cc-pwCVTZ-DK3	cc-pwCVTZ-DK3	BSEO:0000004		BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000456	owl:Class	cc-pwCVTZ-PP	cc-pwCVTZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000457	owl:Class	cc-pwCVTZ-PP-RIFIT	cc-pwCVTZ-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000458	owl:Class	cc-pwCVTZ-RIFIT	cc-pwCVTZ-RIFIT	BSEO:0000004	RI Fitting basis for use with cc-pwCVTZ	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000459	owl:Class	cc-pwCVTZ-X2C	cc-pwCVTZ-X2C	BSEO:0000004		BSEO:0001005	BSEO:0002035	BSEO:0003079|BSEO:0003080
BSEO:0000460	owl:Class	ccemd-2	ccemd-2	BSEO:0000004	ccemd-2: Correlation-consistent electron momentum density	BSEO:0001005	BSEO:0002042	BSEO:0003079|BSEO:0003080
