identifier	type	label	abbreviation	parent	description	has role	has family	has function type
BSEO:0000189	owl:Class	aug-ano-pV5Z	aug-ano-pV5Z	BSEO:0000004		BSEO:0001005	BSEO:0002024	BSEO:0003079|BSEO:0003080
BSEO:0000190	owl:Class	aug-ano-pVDZ	aug-ano-pVDZ	BSEO:0000004		BSEO:0001005	BSEO:0002024	BSEO:0003079|BSEO:0003080
BSEO:0000191	owl:Class	aug-ano-pVQZ	aug-ano-pVQZ	BSEO:0000004		BSEO:0001005	BSEO:0002024	BSEO:0003079|BSEO:0003080
BSEO:0000192	owl:Class	aug-ano-pVTZ	aug-ano-pVTZ	BSEO:0000004		BSEO:0001005	BSEO:0002024	BSEO:0003079|BSEO:0003080
BSEO:0000193	owl:Class	aug-cc-pCV5Z	aug-cc-pCV5Z	BSEO:0000004	5ZP Quintuple Zeta + Polarization + Tight Core + Diffuse	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000194	owl:Class	aug-cc-pCVDZ	aug-cc-pCVDZ	BSEO:0000004	DZP Double Zeta + Polarization + Tight Core + Diffuse	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000195	owl:Class	aug-cc-pCVDZ-DK	aug-cc-pCVDZ-DK	BSEO:0000004	VDZP Douglas-Kroll Valence Double Zeta + Polarization + Tight core + Diffuse	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000196	owl:Class	aug-cc-pCVQZ	aug-cc-pCVQZ	BSEO:0000004	QZP Quadruple Zeta + Polarization + Tight Core + Diffuse	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000197	owl:Class	aug-cc-pCVQZ-DK	aug-cc-pCVQZ-DK	BSEO:0000004	QZ3PD Douglas-Kroll Valence Double Zeta + Polarization + Tight core + Diffuse	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000198	owl:Class	aug-cc-pCVTZ	aug-cc-pCVTZ	BSEO:0000004	TZP Triple Zeta + Polarization + Tight Core + Diffuse	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000199	owl:Class	aug-cc-pCVTZ-DK	aug-cc-pCVTZ-DK	BSEO:0000004	Triple-Zeta Douglas-Kroll Valence Double Zeta + Polarization + Tight core + Diffuse	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000200	owl:Class	aug-cc-pV(5+d)Z	aug-cc-pV(5+d)Z	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000201	owl:Class	aug-cc-pV(D+d)Z	aug-cc-pV(D+d)Z	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000202	owl:Class	aug-cc-pV(Q+d)Z	aug-cc-pV(Q+d)Z	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000203	owl:Class	aug-cc-pV(T+d)Z	aug-cc-pV(T+d)Z	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000204	owl:Class	aug-cc-pV5Z	aug-cc-pV5Z	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000205	owl:Class	aug-cc-pV5Z-DK	aug-cc-pV5Z-DK	BSEO:0000004	V5ZPD   All-electron Douglas-Kroll Valence Quintuple Zeta + Polarization	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000206	owl:Class	aug-cc-pV5Z-OPTRI	aug-cc-pV5Z-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000207	owl:Class	aug-cc-pV5Z-PP	aug-cc-pV5Z-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000208	owl:Class	aug-cc-pV5Z-PP-OPTRI	aug-cc-pV5Z-PP-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000209	owl:Class	aug-cc-pV5Z-PP-RIFIT	aug-cc-pV5Z-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000210	owl:Class	aug-cc-pV5Z-RIFIT	aug-cc-pV5Z-RIFIT	BSEO:0000004	RI Fitting basis for use with aug-cc-pV5Z	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000211	owl:Class	aug-cc-pV6Z	aug-cc-pV6Z	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000212	owl:Class	aug-cc-pV6Z-RIFIT	aug-cc-pV6Z-RIFIT	BSEO:0000004	RI Fitting basis for use with aug-cc-pV6Z	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000213	owl:Class	aug-cc-pV7Z	aug-cc-pV7Z	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000214	owl:Class	aug-cc-pVDZ	aug-cc-pVDZ	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000215	owl:Class	aug-cc-pVDZ-DK	aug-cc-pVDZ-DK	BSEO:0000004	VDZ2PD All-electron Douglas-Kroll Valence Double Zeta + Polarization	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000216	owl:Class	aug-cc-pVDZ-DK3	aug-cc-pVDZ-DK3	BSEO:0000004		BSEO:0001005	BSEO:0002034	BSEO:0003079|BSEO:0003080
BSEO:0000217	owl:Class	aug-cc-pVDZ-OPTRI	aug-cc-pVDZ-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000218	owl:Class	aug-cc-pVDZ-PP	aug-cc-pVDZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000219	owl:Class	aug-cc-pVDZ-PP-OPTRI	aug-cc-pVDZ-PP-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000220	owl:Class	aug-cc-pVDZ-PP-RIFIT	aug-cc-pVDZ-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000221	owl:Class	aug-cc-pVDZ-RIFIT	aug-cc-pVDZ-RIFIT	BSEO:0000004	RI Fitting basis for use with aug-cc-pVDZ	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000222	owl:Class	aug-cc-pVDZ-X2C	aug-cc-pVDZ-X2C	BSEO:0000004		BSEO:0001005	BSEO:0002035	BSEO:0003079|BSEO:0003080
BSEO:0000223	owl:Class	aug-cc-pVQZ	aug-cc-pVQZ	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000224	owl:Class	aug-cc-pVQZ-DK	aug-cc-pVQZ-DK	BSEO:0000004	VQZPD   All-electron Douglas-Kroll Valence Quadruple Zeta + Polarization	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000225	owl:Class	aug-cc-pVQZ-DK3	aug-cc-pVQZ-DK3	BSEO:0000004		BSEO:0001005	BSEO:0002034	BSEO:0003079|BSEO:0003080
BSEO:0000226	owl:Class	aug-cc-pVQZ-OPTRI	aug-cc-pVQZ-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000227	owl:Class	aug-cc-pVQZ-PP	aug-cc-pVQZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000228	owl:Class	aug-cc-pVQZ-PP-OPTRI	aug-cc-pVQZ-PP-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000229	owl:Class	aug-cc-pVQZ-PP-RIFIT	aug-cc-pVQZ-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000230	owl:Class	aug-cc-pVQZ-RIFIT	aug-cc-pVQZ-RIFIT	BSEO:0000004	RI Fitting basis for use with aug-cc-pVQZ	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000231	owl:Class	aug-cc-pVQZ-X2C	aug-cc-pVQZ-X2C	BSEO:0000004		BSEO:0001005	BSEO:0002035	BSEO:0003079|BSEO:0003080
BSEO:0000232	owl:Class	aug-cc-pVTZ	aug-cc-pVTZ	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000233	owl:Class	aug-cc-pVTZ-DK	aug-cc-pVTZ-DK	BSEO:0000004	VTZ2P   All-electron Douglas-Kroll Valence Triple Zeta + Polarization	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000234	owl:Class	aug-cc-pVTZ-DK3	aug-cc-pVTZ-DK3	BSEO:0000004		BSEO:0001005	BSEO:0002034	BSEO:0003079|BSEO:0003080
BSEO:0000235	owl:Class	aug-cc-pVTZ-J	aug-cc-pVTZ-J	BSEO:0000004		BSEO:0001005	BSEO:0002016	BSEO:0003079|BSEO:0003080
BSEO:0000236	owl:Class	aug-cc-pVTZ-OPTRI	aug-cc-pVTZ-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000237	owl:Class	aug-cc-pVTZ-PP	aug-cc-pVTZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000238	owl:Class	aug-cc-pVTZ-PP-OPTRI	aug-cc-pVTZ-PP-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000239	owl:Class	aug-cc-pVTZ-PP-RIFIT	aug-cc-pVTZ-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000240	owl:Class	aug-cc-pVTZ-RIFIT	aug-cc-pVTZ-RIFIT	BSEO:0000004	RI Fitting basis for use with aug-cc-pVTZ	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000241	owl:Class	aug-cc-pVTZ-X2C	aug-cc-pVTZ-X2C	BSEO:0000004		BSEO:0001005	BSEO:0002035	BSEO:0003079|BSEO:0003080
BSEO:0000242	owl:Class	aug-cc-pwCV5Z	aug-cc-pwCV5Z	BSEO:0000004	5Z4P    Quintuple Zeta + Polarization + Tight Core + Diffuse	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000243	owl:Class	aug-cc-pwCV5Z-DK	aug-cc-pwCV5Z-DK	BSEO:0000004	V5ZPD   All-electron Douglas-Kroll Core-Valence Quintuple Zeta + Polarization	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000244	owl:Class	aug-cc-pwCV5Z-PP	aug-cc-pwCV5Z-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000245	owl:Class	aug-cc-pwCV5Z-PP-OPTRI	aug-cc-pwCV5Z-PP-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000246	owl:Class	aug-cc-pwCV5Z-PP-RIFIT	aug-cc-pwCV5Z-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000247	owl:Class	aug-cc-pwCV5Z-RIFIT	aug-cc-pwCV5Z-RIFIT	BSEO:0000004	RI Fitting basis for use with aug-cc-pwCV5Z	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000248	owl:Class	aug-cc-pwCVDZ	aug-cc-pwCVDZ	BSEO:0000004	DZP     Double Zeta + Polarization + Tight Core + Diffuse	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000249	owl:Class	aug-cc-pwCVDZ-DK3	aug-cc-pwCVDZ-DK3	BSEO:0000004		BSEO:0001005	BSEO:0002034	BSEO:0003079|BSEO:0003080
BSEO:0000250	owl:Class	aug-cc-pwCVDZ-PP	aug-cc-pwCVDZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000251	owl:Class	aug-cc-pwCVDZ-PP-OPTRI	aug-cc-pwCVDZ-PP-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000252	owl:Class	aug-cc-pwCVDZ-PP-RIFIT	aug-cc-pwCVDZ-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000253	owl:Class	aug-cc-pwCVDZ-RIFIT	aug-cc-pwCVDZ-RIFIT	BSEO:0000004	RI Fitting basis for use with aug-cc-pwCVDZ	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000254	owl:Class	aug-cc-pwCVDZ-X2C	aug-cc-pwCVDZ-X2C	BSEO:0000004		BSEO:0001005	BSEO:0002035	BSEO:0003079|BSEO:0003080
BSEO:0000255	owl:Class	aug-cc-pwCVQZ	aug-cc-pwCVQZ	BSEO:0000004	QZ3P    Quadruple Zeta + Polarization + Tight Core + diffuse	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000256	owl:Class	aug-cc-pwCVQZ-DK	aug-cc-pwCVQZ-DK	BSEO:0000004	VQZPD   All-electron Douglas-Kroll Core-Valence Quadruple Zeta + Polarization	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000257	owl:Class	aug-cc-pwCVQZ-DK3	aug-cc-pwCVQZ-DK3	BSEO:0000004		BSEO:0001005	BSEO:0002034	BSEO:0003079|BSEO:0003080
BSEO:0000258	owl:Class	aug-cc-pwCVQZ-PP	aug-cc-pwCVQZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000259	owl:Class	aug-cc-pwCVQZ-PP-OPTRI	aug-cc-pwCVQZ-PP-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000260	owl:Class	aug-cc-pwCVQZ-PP-RIFIT	aug-cc-pwCVQZ-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000261	owl:Class	aug-cc-pwCVQZ-RIFIT	aug-cc-pwCVQZ-RIFIT	BSEO:0000004	RI Fitting basis for use with aug-cc-pwCVQZ	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000262	owl:Class	aug-cc-pwCVQZ-X2C	aug-cc-pwCVQZ-X2C	BSEO:0000004		BSEO:0001005	BSEO:0002035	BSEO:0003079|BSEO:0003080
BSEO:0000263	owl:Class	aug-cc-pwCVTZ	aug-cc-pwCVTZ	BSEO:0000004	TZ2P    Triple Zeta + Polarization + Tight Core + Diffuse	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000264	owl:Class	aug-cc-pwCVTZ-DK	aug-cc-pwCVTZ-DK	BSEO:0000004	VTZ2P   All-electron Douglas-Kroll Core-Valence Triple Zeta + Polarization	BSEO:0001005	BSEO:0002030	BSEO:0003079|BSEO:0003080
BSEO:0000265	owl:Class	aug-cc-pwCVTZ-DK3	aug-cc-pwCVTZ-DK3	BSEO:0000004		BSEO:0001005	BSEO:0002034	BSEO:0003079|BSEO:0003080
BSEO:0000266	owl:Class	aug-cc-pwCVTZ-PP	aug-cc-pwCVTZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002032	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000267	owl:Class	aug-cc-pwCVTZ-PP-OPTRI	aug-cc-pwCVTZ-PP-OPTRI	BSEO:0000004		BSEO:0001008	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000268	owl:Class	aug-cc-pwCVTZ-PP-RIFIT	aug-cc-pwCVTZ-PP-RIFIT	BSEO:0000004		BSEO:0001006	BSEO:0002033	BSEO:0003079|BSEO:0003080
BSEO:0000269	owl:Class	aug-cc-pwCVTZ-RIFIT	aug-cc-pwCVTZ-RIFIT	BSEO:0000004	RI Fitting basis for use with aug-cc-pwCVTZ	BSEO:0001006	BSEO:0002031	BSEO:0003079|BSEO:0003080
BSEO:0000270	owl:Class	aug-cc-pwCVTZ-X2C	aug-cc-pwCVTZ-X2C	BSEO:0000004		BSEO:0001005	BSEO:0002035	BSEO:0003079|BSEO:0003080
BSEO:0000271	owl:Class	aug-ccX-5Z	aug-ccX-5Z	BSEO:0000004	Augmented basis set for calculation of core excitations by the correlated wave function linear response and equation-of-motion methods	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000272	owl:Class	aug-ccX-DZ	aug-ccX-DZ	BSEO:0000004	Augmented basis set for calculation of core excitations by the correlated wave function linear response and equation-of-motion methods	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000273	owl:Class	aug-ccX-QZ	aug-ccX-QZ	BSEO:0000004	Augmented basis set for calculation of core excitations by the correlated wave function linear response and equation-of-motion methods	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000274	owl:Class	aug-ccX-TZ	aug-ccX-TZ	BSEO:0000004	Augmented basis set for calculation of core excitations by the correlated wave function linear response and equation-of-motion methods	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000275	owl:Class	aug-mcc-pV5Z	aug-mcc-pV5Z	BSEO:0000004		BSEO:0001005	BSEO:0002036	BSEO:0003079|BSEO:0003080
BSEO:0000276	owl:Class	aug-mcc-pV6Z	aug-mcc-pV6Z	BSEO:0000004		BSEO:0001005	BSEO:0002036	BSEO:0003079|BSEO:0003080
BSEO:0000277	owl:Class	aug-mcc-pV7Z	aug-mcc-pV7Z	BSEO:0000004		BSEO:0001005	BSEO:0002036	BSEO:0003079|BSEO:0003080
BSEO:0000278	owl:Class	aug-mcc-pV8Z	aug-mcc-pV8Z	BSEO:0000004		BSEO:0001005	BSEO:0002036	BSEO:0003079|BSEO:0003080
BSEO:0000279	owl:Class	aug-mcc-pVQZ	aug-mcc-pVQZ	BSEO:0000004		BSEO:0001005	BSEO:0002036	BSEO:0003079|BSEO:0003080
BSEO:0000280	owl:Class	aug-mcc-pVTZ	aug-mcc-pVTZ	BSEO:0000004		BSEO:0001005	BSEO:0002036	BSEO:0003079|BSEO:0003080
BSEO:0000281	owl:Class	aug-pc-0	aug-pc-0	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000282	owl:Class	aug-pc-1	aug-pc-1	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000283	owl:Class	aug-pc-2	aug-pc-2	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000284	owl:Class	aug-pc-3	aug-pc-3	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000285	owl:Class	aug-pc-4	aug-pc-4	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000286	owl:Class	aug-pcH-1	aug-pcH-1	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000287	owl:Class	aug-pcH-2	aug-pcH-2	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000288	owl:Class	aug-pcH-3	aug-pcH-3	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000289	owl:Class	aug-pcH-4	aug-pcH-4	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000290	owl:Class	aug-pcJ-0	aug-pcJ-0	BSEO:0000004	Contracted version of the aug-pcJ-0 basis	BSEO:0001005	BSEO:0002021	BSEO:0003079
BSEO:0000291	owl:Class	aug-pcJ-0_2006	aug-pcJ-0_2006	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079
BSEO:0000292	owl:Class	aug-pcJ-1	aug-pcJ-1	BSEO:0000004	Contracted version of the aug-pcJ-1 basis	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000293	owl:Class	aug-pcJ-1_2006	aug-pcJ-1_2006	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000294	owl:Class	aug-pcJ-2	aug-pcJ-2	BSEO:0000004	Contracted version of the aug-pcJ-2 basis	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000295	owl:Class	aug-pcJ-2_2006	aug-pcJ-2_2006	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000296	owl:Class	aug-pcJ-3	aug-pcJ-3	BSEO:0000004	Contracted version of the aug-pcJ-3 basis	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000297	owl:Class	aug-pcJ-3_2006	aug-pcJ-3_2006	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000298	owl:Class	aug-pcJ-4	aug-pcJ-4	BSEO:0000004	Contracted version of the aug-pcJ-4 basis	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000299	owl:Class	aug-pcJ-4_2006	aug-pcJ-4_2006	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000300	owl:Class	aug-pcS-0	aug-pcS-0	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079
BSEO:0000301	owl:Class	aug-pcS-1	aug-pcS-1	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000302	owl:Class	aug-pcS-2	aug-pcS-2	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000303	owl:Class	aug-pcS-3	aug-pcS-3	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000304	owl:Class	aug-pcS-4	aug-pcS-4	BSEO:0000004		BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000305	owl:Class	aug-pcseg-0	aug-pcseg-0	BSEO:0000004	Segmented contracted version of the aug-pc-0 basis	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000306	owl:Class	aug-pcseg-1	aug-pcseg-1	BSEO:0000004	Segmented contracted version of the aug-pc-1 basis	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000307	owl:Class	aug-pcseg-2	aug-pcseg-2	BSEO:0000004	Segmented contracted version of the aug-pc-2 basis	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000308	owl:Class	aug-pcseg-3	aug-pcseg-3	BSEO:0000004	Segmented contracted version of the aug-pc-3 basis	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000309	owl:Class	aug-pcseg-4	aug-pcseg-4	BSEO:0000004	Segmented contracted version of the aug-pc-4 basis	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000310	owl:Class	aug-pcSseg-0	aug-pcSseg-0	BSEO:0000004	Segmented contracted version of the aug-pcS-0 basis	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000311	owl:Class	aug-pcSseg-1	aug-pcSseg-1	BSEO:0000004	Segmented contracted version of the aug-pcS-1 basis	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000312	owl:Class	aug-pcSseg-2	aug-pcSseg-2	BSEO:0000004	Segmented contracted version of the aug-pcS-2 basis	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000313	owl:Class	aug-pcSseg-3	aug-pcSseg-3	BSEO:0000004	Segmented contracted version of the aug-pcS-3 basis	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000314	owl:Class	aug-pcSseg-4	aug-pcSseg-4	BSEO:0000004	Segmented contracted version of the aug-pcS-4 basis	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000315	owl:Class	aug-pcX-1	aug-pcX-1	BSEO:0000004	Jensen aug-pcX basis set (containing diffuse functions) optimized for core-spectroscopy	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000316	owl:Class	aug-pcX-2	aug-pcX-2	BSEO:0000004	Jensen aug-pcX basis set (containing diffuse functions) optimized for core-spectroscopy	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000317	owl:Class	aug-pcX-3	aug-pcX-3	BSEO:0000004	Jensen aug-pcX basis set (containing diffuse functions) optimized for core-spectroscopy	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000318	owl:Class	aug-pcX-4	aug-pcX-4	BSEO:0000004	Jensen aug-pcX basis set (containing diffuse functions) optimized for core-spectroscopy	BSEO:0001005	BSEO:0002021	BSEO:0003079|BSEO:0003080
BSEO:0000319	owl:Class	aug-pV7Z	aug-pV7Z	BSEO:0000004	V7Z6P   Valence Septuple Zeta + Polarization on All Atoms	BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080
BSEO:0000320	owl:Class	aug-seg-cc-pV5Z-PP	aug-seg-cc-pV5Z-PP	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000321	owl:Class	aug-seg-cc-pVDZ-PP	aug-seg-cc-pVDZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000322	owl:Class	aug-seg-cc-pVQZ-PP	aug-seg-cc-pVQZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000323	owl:Class	aug-seg-cc-pVTZ-PP	aug-seg-cc-pVTZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000324	owl:Class	aug-seg-cc-pwCV5Z-PP	aug-seg-cc-pwCV5Z-PP	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000325	owl:Class	aug-seg-cc-pwCVDZ-PP	aug-seg-cc-pwCVDZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080|BSEO:0003082
BSEO:0000326	owl:Class	aug-seg-cc-pwCVQZ-PP	aug-seg-cc-pwCVQZ-PP	BSEO:0000004		BSEO:0001005	BSEO:0002029	BSEO:0003079|BSEO:0003080|BSEO:0003082
